3/23/2022 "An Ordinance Authorizing the Issuance of Obligations for the Acquisition, Construction and Improvement of Municipal Facilities (Ordinance S-48430)" infrastructure
3/23/2022 "Final Plat - Ocotillo and 7th Street - PLAT 210018 - Southeast Corner of Ocotillo Road and 7th Street" infrastructure
3/23/2022 "Bennett Truck Transport doing business as Bennett DriveAway" infrastructure
"Not Available" "Transfer of Retirement Funds to Arizona State Retirement System (Ordinance S-48429)" welfare
3/23/2022 "Remove/Replace Zoning District - 19th Avenue and Yearling Road - Annexation 513 (Ordinance G-6973)" infrastructure
"Not Available" "ThermAir Systems, LLC" infrastructure
"Not Available" "Sterling Infosystems, Inc. doing business as Sterling Volunteers" economy
3/23/2022 "Data Center Cooling Equipment Maintenance and Repair - Requirements Contract - IFB 22-078 (Ordinance S-48428)" infrastructure
3/23/2022 "Adorama Inc" government
3/23/2022 "Abandonment of Private Drive and Easement - ABND 200551 - Indian School Road and 103rd Avenue (Resolution 22003)" infrastructure
3/23/2022 "Business Roadmap Facilitation Services - Requirements Contract - RFP 22-042 (Ordinance S-48427)" infrastructure
3/23/2022 "Public Transit Beverage and Snack Vending Revenue Contract Award (Ordinance S-48426)" infrastructure
3/23/2022 "Machine Shop and Related Services - Amendment (Ordinance S-48425)" economy
3/23/2022 "Credit Management Group, LLC doing business as Christmas Light Decorators" economy
3/23/2022 "Central Arizona Water Clearinghouse (Mammoth Water) - Amendment (Ordinance S-48424)" infrastructure
3/23/2022 "Final Plat - Elevation at the Trails - PLAT 210051 - 4141 North 104th Drive" infrastructure
3/23/2022 "Citywide Landscape Construction - Job Order Contracting Services - 4108JOC204 (Ordinance S-48423)" infrastructure
3/23/2022 "Accounting and Auditing Services for the Housing Department's Affordable Housing Properties (Ordinance S-48422)" welfare
3/23/2022 "Acceptance and Dedication of Easements for Public Utility and Sidewalk Purposes (Ordinance S-48421)" infrastructure
3/23/2022 "Western Urban Water Coalition - Annual Payment Authority" infrastructure
3/23/2022 "Proposed 107th Avenue and Mobile Lane Right of Way De-Annexation (Ordinance S-48420)" infrastructure
3/23/2022 "Acceptance of Easements for Water and Drainage Purposes (Ordinance S-48419)" infrastructure
3/23/2022 "Authorization to Amend Contract 153777 with Dr. Eddie Genna (Ordinance S-48418)" welfare
3/23/2022 "Request to Enter into a Contract for a Phoenix Will Work Program to Provide Homeless Outreach and Navigation Services (Ordinance S-48417)" welfare
3/23/2022 "Proposed 99th Avenue and Southern Avenue Right of Way De-Annexation (Ordinance S-48416)" infrastructure
3/23/2022 "BNSF Railway Company License for Fiber Optic Line Across Railway Property - ST89360035 (Ordinance S-48415)" infrastructure
3/23/2022 "Grant of Public Utility Easement on City-owned Property at the Closed Del Rio Landfill Site (Ordinance S-48448)" infrastructure
3/23/2022 "IES Southwest, Inc" economy
3/23/2022 "Authorization to Accept a Trail Easement and to Terminate Existing Easements for the Relocation of a Portion of Cholla Trail and to Execute an Easement Agreement for a Drainage System (Ordinance S-48414)" infrastructure
3/23/2022 "Acceptance of an Easement from the Burlington Northern Santa Fe Railway for Constructing an At-Grade Crossing at North 27th Avenue and West Thomas Road (Ordinance S-48413)" infrastructure
3/23/2022 "Calibration of Balances - Request for Award (Ordinance S-48412)" welfare
3/23/2022 "Public Safety, Preparedness, Safety Equipment and Solutions - COOP 22-037 (Ordinance S-48411)" law
3/23/2022 "Federal HOME Open Doors Down Payment Assistance Contract Awards (Ordinance S-48410)" welfare
3/23/2022 "Fire Hydrants and Accessories Contract - Amendment (Ordinance S-48409)" infrastructure
3/23/2022 "ErgoFlex Systems, Inc. doing business as Xybix Systems, Inc." economy
3/23/2022 "Liquefied Petroleum Gas - Requirements Contract - IFB 22-065 (Ordinance S-48408)" infrastructure
3/23/2022 "Acquisition of an Easement for Antenna Installation at the PH05 Sewer Meter Station (Ordinance S-48407)" welfare
3/23/2022 "Traffic Signing Materials - COOP 22-087 (Ordinance S-48406)" infrastructure
3/23/2022 "Additional Federal HOME Program Funding for Red Mountain Place Apartments Affordable Housing Development (Ordinance S-48405)" welfare
3/23/2022 "Acquisition of Real Property for Bus Stop Enhancements at Various Locations (Ordinance S-48404)" infrastructure
3/23/2022 "Cigna Dental Contract Extension (Ordinance S-48403)" welfare
3/23/2022 "Authorization to Enter into an Intergovernmental Agreement with Arizona State University’s Rob and Melani Walton Sustainability Solutions Service (Ordinance S-48402)" welfare
3/23/2022 "Volunteer and Guest Services Management (Ordinance S-48401)" economy
3/23/2022 "Housing Opportunities for Persons with AIDS Program Contract - Amendment (Ordinance S-48400)" welfare
3/23/2022 "Acquisition of Real Property for Street, Sidewalk, and Multi-Use Trail Improvements along the Western Canal from South 4th Avenue to South 24th Street (Ordinance S-48399)" infrastructure
3/23/2022 "Sustainability Education, Events and Volunteer Coordination - RFA 23-SW-002 (Ordinance S-48398)" welfare
3/23/2022 "Grant of Public Utility Easement on City-owned Property for the 24th Street Water System Power Redundancy Project (Ordinance S-48447)" infrastructure
3/23/2022 "Salt River Project Construction Services Contract for Sunland Avenue, 16th Drive to 15th Avenue - ND30120015 (Ordinance S-48397)" infrastructure
3/23/2022 "Booster Pump Station 10A-B1 and Cave Creek and Lone Mountain Waterline Connections - Engineering Services - WS85100032 and WS85500451 (Ordinance S-48396)" infrastructure
3/23/2022 "Authorization to Grant an Easement to Arizona Public Service Company Across City-Owned Property Along Alvarado Road, North of McDowell (Ordinance S-48395)" infrastructure
3/23/2022 "Fire Extinguisher Inspection, Testing, and Maintenance Services - Requirements Contract - 12-JLH-011A (Ordinance S-48394)" welfare
3/23/2022 "Scientific, Regulatory and Technical Based Training Services Agreement - Request for Award (Ordinance S-48393)" welfare
3/23/2022 "Science Care Holdings, Inc. doing business as Science Care Inc." welfare
"Not Available" "Aviation Department Capital Improvement Program for Fiscal Years 2022-23 through 2026-27" infrastructure
"Not Available" "Freeway Program Update" infrastructure
"Not Available" "Head Start Birth to Five Monthly Report - February 2022" welfare
"Not Available" "For Transmittal, Minutes of the Policy Session on Feb. 22, 2022" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "2022 State Legislative Report" government
"Not Available" "FundPHX March 2022 Monthly Report, Summary of Budget Questions and Comments" welfare
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "2022 State Legislative Report" government
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "Family Assistance Resource Program Update" welfare
"Not Available" "Phoenix Police Department Staffing Follow-Up Discussion" law
"Not Available" "Phoenix Police Department Hiring and Recruitment Monthly Report" law
"Not Available" "Housing Department Capital Improvement Program Update" welfare
2/23/2022 "Development Agreement with Scannell Properties for installation of Public Infrastructure and Public Space Improvements" infrastructure
2/23/2022 "Development Agreement with Mayo Clinic Arizona for Installation of Public Infrastructure Improvements" infrastructure
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority and Maricopa Association of Governments Meetings" infrastructure
"Not Available" "Mayor and Council Appointments to Boards and Commissions" government
3/2/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-SM-CC-1-21-7-8 (South Central TOD Community Plan) - Area Generally Bounded by Union Pacific Railroad Tracks (South of Jefferson Street) on the North, 7th Street on the East, South Mountain Avenue on the South, and 7th Avenue on the West (Resolution 22002)" infrastructure
"Not Available" "Public Hearing and Ordinance Adoption - Rezoning Application Z-58-21-8 - Southwest Corner of 19th Avenue and South Mountain Avenue (Ordinance G-6972)" welfare
3/2/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-SM-3-21-8 - Southwest Corner of 19th Avenue and South Mountain Avenue (Resolution 22001)" welfare
"Not Available" "Public Hearing - Amend City Code - Ordinance Adoption - Interior Suites with Accessory Cooking Facilities Expansion - Text Amendment Application Z-TA-4-21 (Ordinance G-6971)" infrastructure
3/2/2022 "Add Civilian Positions in Police Department for Staffing Relief (Ordinance S-48391)" welfare
"Not Available" "Hickey Family Foundation Grant (Ordinance S-48390)" welfare
3/2/2022 "Request for Resolution to Adopt the 2021 Maricopa County Multi-Jurisdictional Hazard Mitigation Plan (Resolution 22000)" welfare
3/2/2022 "Request Authorization to Apply for, Accept and Enter Into Agreements for Fiscal Year 2022-23 Governor's Office of Highway Safety Grants (Ordinance S-48389)" welfare
3/2/2022 "Abandonment of Alleyway Easement - ABND 210015 - Calle Redonda between 54th Way and 54th Court (Resolution 21999)" welfare
3/2/2022 "TigerMountain Foundation Agreement for ARPA Phoenix Resilient Food System, Backyard Garden Program and Council District Food Action Initiatives - Amendment (Ordinance S-48388)" welfare
3/2/2022 "Abandonment of Easement - ABND 210030 - 3010 North 2nd Street (Resolution 21998)" welfare
"Not Available" "Final Plat - Desert Sky Multi-Family and Senior Living - PLAT 210062 - Northeast Corner of 79th Avenue and Encanto Boulevard" welfare
"Not Available" "Request to Apply for and Accept 2021 Staffing for Adequate Fire and Emergency Response (SAFER) Grant (Ordinance S-48387)" welfare
3/2/2022 "Development Agreement with Mayo Clinic Arizona for Installation of Public Infrastructure Improvements (Ordinance S-48386)" infrastructure
"Not Available" "Settlement of Claim(s) Udd, et al. v. City of Phoenix" infrastructure
"Not Available" "ADK Consulting, Inc." economy
3/2/2022 "NicheVision Forensics, LLC" welfare
3/2/2022 "Ralph Steven Fisher doing business as Sentinel Concepts, LLC" welfare
"Not Available" "Mayo Reimbursement Payment Ordinance Correction (Ordinance S-48385)" welfare
3/2/2022 "Doege Development LLC" economy
"Not Available" "West Publishing Corporation, doing business as Thomson Reuters Elite" economy
3/2/2022 "Ratification of a Recorded Easement and Conveyance of an Access Easement Across City-owned Property Located North and East of 28th and Elwood Streets (Ordinance S-48384)" infrastructure
"Not Available" "Dedication of Right-of-way Along the South Side of Campbell Avenue, East of 99th Avenue (Ordinance S-48383)" infrastructure
3/2/2022 "Final Plat - Jackson Street Properties Amended - PLAT 210042 - Southwest Corner of Jackson Street and 18th Street" economy
3/2/2022 "Arizona Public Service Company doing business as APS" government
3/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-SP-3-21-1 - Southwest Corner of Central Avenue and Alameda Road (Ordinance G-6968)" infrastructure
"Not Available" "Public Hearing and Ordinance Adoption - Rezoning Application Z-56-21-2 (Davis Kierland PUD) - Southwest Corner of 71st Street and Marilyn Road (Ordinance G-6970)" welfare
3/2/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-PV-3-21-2 - Southwest Corner of 71st Street and Marilyn Road (Resolution 21997)" welfare
"Not Available" "Street Transportation Department Environmental, Natural-Cultural Resources, National Environmental Policy Act On-Call Consulting Services for Calendar Years 2021-2022 - Amendment (Ordinance S-48382)" infrastructure
"Not Available" "Downtown Shared Electric Scooter Pilot Program Extension and Electric Bicycle Legalization (Ordinance G-6967)" infrastructure
"Not Available" "Terminal 4 South 1 (T4S1) Concourse Food and Beverage Concessions Phase I Package 2 at Phoenix Sky Harbor International Airport Award Recommendation (Ordinance S-48381)" infrastructure
3/2/2022 "Terminal 4 South 1 (T4S1) Concourse Food and Beverage Concessions Phase I Package 1 at Phoenix Sky Harbor International Airport Award Recommendation (Ordinance S-48380)" infrastructure
3/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-70-21-5 - Approximately 500 Feet South of the Southeast Corner of 75th Avenue and Camelback Road (Ordinance G-6966)" welfare
3/2/2022 "Terminal 4 South 1 (T4S1) Common-Use Airport Lounge Award Recommendation (Ordinance S-48379)" infrastructure
3/2/2022 "Terminal 4 South 1 (T4S1) Concourse Retail Concessions Phase I at Phoenix Sky Harbor International Airport Award Recommendation (Ordinance S-48378)" infrastructure
3/2/2022 "National Association of City Transportation Officials, Inc." infrastructure
3/2/2022 "Small Business Workforce Training Program (Ordinance S-48377)" economy
3/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-74-21-2 - Northwest Corner of the 29th Avenue and Bronco Butte Trail Alignments (Ordinance G-6965)" infrastructure
3/2/2022 "Acceptance of an Easement for Drainage Purposes (Ordinance S-48376)" infrastructure
3/2/2022 "Track Out Services Agreement - Request for Award (Ordinance S-48375)" infrastructure
3/2/2022 "Industrial and Medical Gases - Requirements Contract Cooperative Agreement ADHS12-020682 (Ordinance S-48374)" welfare
3/2/2022 "External Audit Services for the Annual Comprehensive Financial Report (Ordinance S-48373)" economy
3/2/2022 "Padlocks for Water Customer Services (Ordinance S-48372)" infrastructure
3/2/2022 "Final Plat - West 202 Logistics - PLAT 210056 - Northeast Corner of South Mountain Freeway and Van Buren Street" infrastructure
3/2/2022 "Final Plat - Talinn Phase 4 - PLAT 210103 - North of Deer Valley Drive and East of 56th Street" infrastructure
3/2/2022 "Paratransit Services (Phoenix Dial-a-Ride) Contract Award (Ordinance S-48370)" infrastructure
3/2/2022 "Bus and Transit Furniture Advertising Revenue Contract Award (Ordinance S-48369)" infrastructure
3/2/2022 "Final Plat - Blueprint Midtown - PLAT 210090 - Northwest Corner of Catalina Drive and 2nd Street" infrastructure
3/2/2022 "Acceptance and Dedication of Easements for Sidewalk, Public Utility, or Landscape and a Deed for Roadway Purposes (Ordinance S-48368)" infrastructure
3/2/2022 "Integrated Medical Evaluations, Inc." welfare
3/2/2022 "Baseline Road Fiber Optic Cable and Equipment Loop 202 to I-10 - Design-Bid-Build Services - ST89360036 (Ordinance S-48367)" infrastructure
3/2/2022 "National Registry of Emergency Medical Technician (NREMT) Testing Representatives for Fire Department’s Emergency Medical Services Program (Ordinance S-48366)" welfare
3/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-20-21-4 - Approximately 1,300 Feet North of the Northeast Corner of Central Avenue and Indian School Road (Ordinance G-6964)" infrastructure
3/2/2022 "Acceptance of a Right-of-Way Assignment from Arizona State Land Department for Access Road to Lift Station 42 (Ordinance S-48365)" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "2022 State Legislative Report" government
"Not Available" "Weekly Community Spread Benchmark Report" welfare
3/2/2022 "Public Hearing - Amend Airport Height Map - Ordinance Adoption - Text Amendment Application Z-TA-2-21-7 - (Ordinance G-6969)" infrastructure
"Not Available" "Parks and Recreation Department Preliminary Capital Improvement Program Budget Fiscal Years 2022-27" infrastructure
"Not Available" "Aquatics Update" welfare
3/2/2022 "Intergovernmental Agreement with Arizona State University’s Rob and Melani Walton Sustainability Solutions Service" welfare
3/2/2022 "Head Start Birth to Five Program Purchase of Capital Equipment Over $5,000" welfare
3/2/2022 "Weekly Community Spread Benchmark Report" welfare
"Not Available" "2022 State Legislative Report" government
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "FundPHX February 2022 Monthly Report" welfare
"Not Available" "Update on the Mayor's Ad Hoc Committee on Electric Vehicles" infrastructure
"Not Available" "Five-Year General Fund Forecast" welfare
"Not Available" "Head Start Birth to Five Monthly Report - January 2022" welfare
"Not Available" "College Depot at Phoenix Public Library" economy
"Not Available" "Hatcher Road Community Safety Plan (Ordinance S-48361)" infrastructure
"Not Available" "Mayor and Council Appointments to Boards and Commissions" government
"Not Available" "Final Plat - 17 North - PLAT 210084 - Southeast Corner of I-17 and Dynamite Boulevard" infrastructure
2/16/2022 "Telehealth Services- Requirements Contract - RFP 22-071 (Ordinance S-48360)" infrastructure
2/16/2022 "Amend Contract with Maricopa County Department of Public Health to Provide Seasonal Influenza and Other Vaccines (Ordinance S-48359)" welfare
2/16/2022 "(CONTINUED FROM JAN. 5, 2022 AND REMANDED BACK TO PLANNING COMMISSION ON FEB. 3, 2022 BY CITY COUNCIL ON JAN. 26, 2022) - Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-69-20-6 (Autem Row PUD) - Approximately 300 Feet West of the Northwest Corner of 16th Street and Maryland Avenue (Ordinance G-6943)" infrastructure
"Not Available" "Authorization to Issue a Request for Proposals for the Sale and Development of a City-Owned Property at 1121 W. Ironwood Drive" infrastructure
2/16/2022 "Adoption of Vision Zero Strategy Resolution for the City of Phoenix (Resolution 21995)" infrastructure
2/16/2022 "Request to Amend Contract to Allow for Pass-Through American Rescue Plan Act Funds and Increase the Landlord Incentive Program Payment Amount (Ordinance S-48358)" welfare
2/16/2022 "Liquid Slide Out Asphalt Release Product - Requirements Contract - RFA 17-082A - Amendment (Ordinance S-48362)" infrastructure
"Not Available" "Settlement of Claim(s) Salt River Pima Indian Community v. City of Phoenix" infrastructure
2/16/2022 "City of Glendale" infrastructure
"Not Available" "Abandonment of Right-of-Way - ABND 210058 - 31st Avenue and Pinnacle Vista Drive (Resolution 21994)" infrastructure
"Not Available" "Request to Enter Into an Intergovernmental Agreement with Arizona State University for the 27th Avenue Corridor Public Safety Initiative (Ordinance S-48357)" welfare
"Not Available" "Rental Rehabilitation Program Project Award (Ordinance S-48356)" infrastructure
2/16/2022 "Waiver of Federal Patent Easement - ABND 210058 - 31st Avenue and Pinnacle Vista Drive (Resolution 21993)" welfare
"Not Available" "Amend City Code - Ordinance Adoption - Rezoning Application PHO-4-21--Z-47-19-7- Approximately 800 Feet South of the Southwest Corner of 59th Avenue and Baseline Road (Ordinance G-6963)" infrastructure
2/16/2022 "Modification of Stipulation Request for Ratification of Jan. 19, 2022 Planning Hearing Officer Action - PHO-3-21--Z-6-04-7 - Southeast Corner of 107th Avenue and Lower Buckeye Road" infrastructure
"Not Available" "Modification of Stipulation Request for Ratification of Jan. 19, 2022 Planning Hearing Officer Action - PHO-3-21--Z-111-01-8(7) - Northwest Corner of 75th Avenue and Baseline Road" infrastructure
"Not Available" "DJ Walworth Enterprises, Inc. doing business as Interstate Batteries of Arizona" economy
"Not Available" "Settlement of Claim(s) Parvar v. City of Phoenix" infrastructure
"Not Available" "Authorization to Extend Agreements for FY 2019 Homeland Security Grant Program Funds (Ordinance S-48355)" welfare
2/16/2022 "Employee Assistance Program and Elder Care Services (Ordinance S-48354)" welfare
"Not Available" "Final Plat - Bethany at 14th - PLAT 210093 - South of Bethany Home Road and West of 14th Place" economy
"Not Available" "Donation from Phoenix Police Foundation of Motorist Assist Vehicles (Ordinance S-48353)" welfare
"Not Available" "Phoenix Deer Valley Airport Precision Approach Path Indicator System Upgrade - Engineering Services - Amendment 1 - AV31000091 (Ordinance S-48352)" infrastructure
"Not Available" "27th Avenue Corridor Community Safety and Crime Prevention Plan (Ordinance S-48351)" infrastructure
2/16/2022 "National Association of Housing and Redevelopment Officials" welfare
2/16/2022 "Foreign-Trade Zone Application for Sunlit Arizona LLC (Resolution 21992)" infrastructure
2/16/2022 "Settlement of Claim(s) Arangure v. City of Phoenix" infrastructure
"Not Available" "Acceptance and Dedication of Right-of-Way Abandoned by Arizona Department of Transportation Resolutions 2022-01-A-008, 2021-11-A-036 and 2021-02-A-006 (Ordinance S-48350)" infrastructure
"Not Available" "Proposed 27th Avenue and Baseline Road Annexation (Ordinance S-48349)" infrastructure
2/16/2022 "Citywide Civil Construction - Job Order Contracting Services - 4108JOC203 (Ordinance S-48348)" infrastructure
2/16/2022 "2020-21 Parks Lighting Improvements Community Development Block Grant - Design-Bid-Build Services - ND30010029 (Ordinance S-48347)" infrastructure
2/16/2022 "Non-hazardous Liquid Waste Removal Agreement - Request for Award (Ordinance S-48346)" infrastructure
2/16/2022 "Risk Management Information System and Ancillary Services - Requirement Contract - RFA 14-035 (Ordinance S-48345)" infrastructure
2/16/2022 "Police Ordnance Company, Inc" law
2/16/2022 "Head Start Birth to Five Program Interpreter Services Qualified Vendors List - RFQu-21-EDU-53 (Ordinance S-48344)" welfare
2/16/2022 "Acrolect Solutions, LLC dba Endurance Group" welfare
2/16/2022 "Total Organic Carbon Analyzers Agreement - Request for Award (Ordinance S-48343)" infrastructure
2/16/2022 "Korn Ferry Leadership Architect Library (Ordinance S-48342)" economy
2/16/2022 "West Plaza Park Renovation - Design-Bid-Build Services - ND30010030 and PA75200609 (Ordinance S-48341)" infrastructure
2/16/2022 "Evofinder System Warranty and Maintenance- Requirements Contract EXC 22-058 (Ordinance S-48340)" infrastructure
2/16/2022 "Hale Outdoor Products, LLC doing business as MotoShot Target Systems" economy
2/16/2022 "Extend Conservation Easement for 612 N. 5th Ave. (Ordinance S-48339)" infrastructure
2/16/2022 "Recon Robotics" "foreign policy"
2/16/2022 "Final Plat - Alta Bluewater - PLAT 210053 - Northwest Corner of Camelback Road and Arizona State Route 51 Highway" infrastructure
2/16/2022 "Phoenix Starfish Place for Victims of Human Trafficking Supportive Services Contract - Amendment (Ordinance S-48338)" welfare
2/16/2022 "Outreach and Engagement for Persons Experiencing Homelessness Contract - Amendment (Ordinance S-48337)" welfare
2/16/2022 "Veteran Navigation and Coordination Services Contract - Amendment (Ordinance S-48336)" infrastructure
2/16/2022 "Homeless and Victim Services Contracts - Amendments (Ordinance S-48335)" economy
2/16/2022 "Custodial Services (Police and Human Services Department Locations) Contract - Amendment (Ordinance S-48334)" law
2/16/2022 "Welding and Metal Fabrication Services - Contract Recommendation (Ordinance S-48333)" infrastructure
2/16/2022 "Fire Alarm System / Network and Fire Sprinkler / Suppression System Services - Amendment (Ordinance S-48332)" law
2/16/2022 "Amend Ordinance S-47731 for Acquisition of Real Property for Cholla Tank 4M-B2 Pipeline Improvements (Ordinance S-48331)" infrastructure
2/16/2022 "North Gateway Transfer Station, Materials Recovery Facility Fire Suppression System - RFA 22-SW-035 - Requirements Contract (Ordinance S-48330)" infrastructure
2/16/2022 "Deer Valley Water Treatment Plant Finished Water Pump Station and Chemical Facility Rehabilitation and Refurbishment - Construction Manager at Risk Preconstruction Services - WS85100050, WS85100056 and WS85263300 (Ordinance S-48329)" infrastructure
2/16/2022 "Ralph Andersen & Associates" welfare
2/16/2022 "Pest Control Services - Requirements Contract - Coop 22-050 (Ordinance S-48328)" environment
2/16/2022 "Amend Ordinance of Intention to form the Hedgepeth Waterline Replacement Improvement District (Ordinance S-48327)" infrastructure
2/16/2022 "91st Avenue Wastewater Treatment Plant Electrical Job Order Contract Engineering Support Services - WS90100001, WS90100094, WS90100100 & WS90100105 (Ordinance S-48326)" infrastructure
2/16/2022 "Peer Recovery Support Specialist Staffing - Requirements Contract - RFP 22-073 (Ordinance S-48325)" welfare
2/16/2022 "TransUnion Risk and Alternative Data Solutions, Inc." infrastructure
2/16/2022 "Phoenix Sky Harbor International Airport Terminal 4 Fire Pump and Service Entrance Section Replacement - Architectural Services - AV21000107 (Ordinance S-48324)" infrastructure
2/16/2022 "Wastewater Facilities Job Order Contract Program Engineering Support Services - WS90100001, WS90100094, WS90100100 & WS90100105 (Ordinance S-48323)" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "2022 State Legislative Report" government
"Not Available" "For Transmittal, Minutes of the Policy Session on Jan. 25, 2022" infrastructure
2/23/2022 "Approval to Submit to U.S. Department of Housing and Urban Development Section 18 Disposition Applications" welfare
"Not Available" "Light Rail Small Business Financial Assistance Program Pilot Update" economy
2/16/2022 "Terminal 4 South 1 (T4S1) Common-Use Airport Lounge at Phoenix Sky Harbor International Airport Award Recommendation" infrastructure
2/16/2022 "Terminal 4 South 1 (T4S1) Concourse Food and Beverage Concessions Phase I Package 2 at Phoenix Sky Harbor International Airport Award Recommendation" infrastructure
2/16/2022 "Terminal 4 South 1 (T4S1) Concourse Food and Beverage Concessions Phase I Package 1 at Phoenix Sky Harbor International Airport Award Recommendation" infrastructure
2/16/2022 "Terminal 4 South 1 (T4S1) Concourse Retail Concessions Phase I at Phoenix Sky Harbor International Airport Award Recommendation" infrastructure
"Not Available" "Drought Resiliency Infrastructure Program Update" infrastructure
2/16/2022 "Adoption of Resolution Approving the Issuance of Hotel Revenue Bonds (CFC-Central Hotel, LLC Project) for Purposes of Arizona Revised Statutes, Section 35-721(B) (Resolution 21996)" economy
2/15/2022 "Authorization for the Housing Department to Serve as Fiscal Agent and Property Manager for Phoenix Residential Investment Development Effort" welfare
"Not Available" "Key Phoenix Economic Indicators Quarterly Report" economy
"Not Available" "Consideration of Citizen Petition Related to Action Items on Procedures for Unsheltered Residents" welfare
2/23/2022 "HUD Annual Actions: Annual Agency Plan, Housing Choice Voucher Administrative Plan, Admissions and Continued Occupancy Policy, and Capital Fund Program" welfare
"Not Available" "Public Works Department Capital Improvement Program for the Facilities Management Program for Fiscal Years 2022-23 through 2026-27" infrastructure
"Not Available" "Street Transportation Department Capital Improvement Program for Fiscal Years 2022-23 through 2026-27" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "2022 State Legislative Report" government
"Not Available" "Fiscal Transparency and Zero-Based Inventory of Programs Budget Document" economy
2/16/2022 "Membership with the National Association of City Transportation Officials" infrastructure
"Not Available" "Freeway Program Update" infrastructure
"Not Available" "Community Assistance Program (CAP) Update" welfare
"Not Available" "Street Racing Task Force Update" law
"Not Available" "2021 Maricopa County Multi-Jurisdictional Hazard Mitigation Plan" infrastructure
2/9/2022 "Combating COVID-19 Efforts (Ordinance S-48321)" welfare
"Not Available" "Tohono O'odham Nation Gaming Grants (Ordinance S-48320)" infrastructure
"Not Available" "Request Authorization for Sale of Canine Luky (Ordinance S-48319)" environment
"Not Available" "Parking Meter Mechanisms and Accessories Contract Recommendation (Ordinance S-48318)" infrastructure
2/2/2022 "An Ordinance Authorizing the Issuance of General Obligation Refunding Bonds (Ordinance S-48317)" economy
"Not Available" "Public Hearing - Amend City Code - Ordinance Adoption - Walkable Urban Code Expansion and Fee Schedule Update - Z-TA-3-19 (Ordinance G-6962)" infrastructure
"Not Available" "Proposed 19th Avenue and Happy Valley Road Annexation (Ordinance S-48316)" infrastructure
"Not Available" "Settlement of Claim(s) Berber v. City of Phoenix" infrastructure
"Not Available" "Settlement of Claim(s) Purrington v. City of Phoenix" infrastructure
"Not Available" "Amend Ordinance S-47307 - Mutual Aid Intergovernmental Agreement for Waste Collection and Transportation (Ordinance S-48315)" infrastructure
2/2/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-DSTV-1-19-2 - Approximately 900 Feet North of the Northeast Corner of Cave Creek Dam Road and Desert Peak Parkway (Resolution 21991)" infrastructure
2/2/2022 "Public Hearing and Ordinance Adoption - Rezoning Application Z-46-19-2 (Sendero Foothills PUD) - Approximately 900 Feet North of the Northeast Corner of Cave Creek Dam Road and Desert Peak Parkway (Ordinance G-6961)" welfare
2/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-66-21-2 - Approximately 600 Feet East of the Northeast Corner of Black Canyon Highway and Sonoran Desert Drive (Ordinance G-6956)" infrastructure
2/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-61-21-6 - Approximately 150 Feet North of the Northeast Corner of 44th Street and Earll Drive (Ordinance G-6955)" infrastructure
2/2/2022 "Public Hearing and Ordinance Adoption - Rezoning Application Z-60-21-6 - Approximately 65 Feet West of the Southwest Corner of 40th Street and Monterosa Street (Ordinance G-6960)" welfare
2/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-44-21-2 (Modera Kierland PUD) - Southwest Corner of Paradise Lane and Scottsdale Road (Ordinance G-6954)" infrastructure
2/2/2022 "Public Hearing and Ordinance Adoption - Rezoning Application Z-31-21-8 - Southeast Corner of 19th Avenue and South Mountain Avenue (Ordinance G-6959)" welfare
2/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-65-21-3 - Southwest corner of 17th Street and Bell Road (Ordinance G-6953)" infrastructure
2/2/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-SM-2-21-8 - Southeast Corner of 19th Avenue and South Mountain Avenue (Resolution 21990)" government
